%time,field.header.seq,field.header.stamp,field.header.frame_id,field.drive.steering_angle,field.drive.steering_angle_velocity,field.drive.speed,field.drive.acceleration,field.drive.jerk
1651857044758638397,2600,0,,0.0650986805558,0.0,0.5,0.0,0.0
1651857044759775564,2601,0,,0.0650986805558,0.0,0.5,0.0,0.0
1651857044761381186,2602,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044761947913,2603,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044762827989,2604,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044763793410,2605,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044764829520,2606,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044767450643,2607,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044768276798,2608,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044769808179,2609,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044769954453,2610,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044771766093,2611,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044771819630,2612,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044775054905,2614,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044775094073,2615,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044775783907,2616,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044776191464,2617,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044778631561,2618,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044783078436,2620,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044784238772,2621,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044785843785,2622,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044787745059,2624,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044788971763,2625,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044789325144,2626,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044792628996,2627,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044794272602,2628,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044795033669,2629,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044796895550,2630,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044800874003,2631,0,,0.0581238232553,0.0,0.5,0.0,0.0
1651857044802366503,2632,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044803266227,2633,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044803906684,2634,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044805958903,2635,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044807430667,2637,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044810584917,2638,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044811569954,2639,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044813135895,2640,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044814267526,2641,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044815761818,2642,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044819139624,2643,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044820214198,2644,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044822447316,2645,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044823183902,2646,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044823538659,2647,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044824096874,2648,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044825454332,2649,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044826584012,2650,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044827937054,2651,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044828838730,2652,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044829400977,2653,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044830222332,2654,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044831577134,2655,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044833568329,2656,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044834454133,2657,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044835539588,2658,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044836734548,2659,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044839135188,2660,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044840699369,2661,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044842002970,2662,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044842537921,2663,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044843329740,2664,0,,0.0604487769306,0.0,0.5,0.0,0.0
1651857044844067062,2665,0,,0.0604487769306,0.0,0.5,0.0,0.0
