-3.582022866165530672e-01,-8.938906439576470575e-01
-1.260152286616552431e+00,-6.361906439576472394e-01
-2.119152286616547087e+00,-3.784906439576474213e-01
-3.149952286616546360e+00,-7.784064395764289657e-02
-4.180752286616552738e+00,2.228093560423545227e-01
-5.082702286616552101e+00,4.805093560423543408e-01
-5.941702286616546758e+00,7.382093560423541589e-01
-6.972502286616553135e+00,1.038859356042351578e+00
-8.003302286616552408e+00,1.339509356042356103e+00
-8.905252286616551771e+00,1.597209356042355921e+00
-9.764252286616553533e+00,1.854909356042355739e+00
-1.079505228661655281e+01,2.155559356042353159e+00
-1.165405228661654746e+01,2.413259356042352977e+00
-1.268485228661655384e+01,2.713909356042357501e+00
-1.371565228661655311e+01,3.014559356042354921e+00
-1.461760228661655248e+01,3.272259356042354739e+00
-1.560545228661654704e+01,3.572909356042352158e+00
-1.663625228661655342e+01,3.873559356042356683e+00
-1.753820228661655278e+01,4.131259356042356501e+00
-1.839720228661654744e+01,4.388959356042356319e+00
-1.942800228661655382e+01,4.689609356042353738e+00
-2.028700228661654847e+01,4.947309356042353556e+00
-2.131780228661654775e+01,5.247959356042350976e+00
-2.234860228661655412e+01,5.548609356042355500e+00
-2.325055228661654994e+01,5.806309356042355319e+00
-2.423840228661655161e+01,6.106959356042352738e+00
-2.522625228661654972e+01,6.364659356042352556e+00
-2.591345228661655042e+01,6.407609356042357263e+00
-2.642885228661655006e+01,6.278759356042357354e+00
-2.715900228661655191e+01,5.763359356042357717e+00
-2.788915228661655021e+01,5.162059356042355773e+00
-2.887700228661655188e+01,4.474859356042351521e+00
-2.990780228661655116e+01,4.002409356042356592e+00
-3.106745228661655034e+01,3.744709356042356774e+00
-3.239890228661654703e+01,3.830609356042351976e+00
-3.364445228661655563e+01,4.346009356042351612e+00
-3.458935228661655259e+01,5.076159356042353465e+00
-3.531950228661655444e+01,6.021059356042357535e+00
-3.583490228661655408e+01,7.137759356042352010e+00
-3.609260228661655390e+01,8.469209356042355807e+00
-3.596375228661655399e+01,9.714759356042357297e+00
-3.553425228661654955e+01,1.087440935604235648e+01
-3.480410228661655481e+01,1.194815935604235335e+01
-3.403100228661655535e+01,1.263535935604235760e+01
-3.282840228661655146e+01,1.323665935604235244e+01
-3.149695228661655122e+01,1.345140935604235466e+01
-3.046615228661655195e+01,1.340845935604235706e+01
-2.926355228661655161e+01,1.327960935604235715e+01
-2.827570228661654994e+01,1.315075935604235724e+01
-2.728785228661655182e+01,1.302190935604235733e+01
-2.630000228661655015e+01,1.289305935604235742e+01
-2.535510228661654963e+01,1.276420935604235751e+01
-2.436725228661655152e+01,1.263535935604235760e+01
-2.337940228661654984e+01,1.250650935604235769e+01
-2.239155228661655173e+01,1.237765935604235779e+01
-2.140370228661655005e+01,1.224880935604235788e+01
-2.041585228661654838e+01,1.211995935604235797e+01
-1.942800228661655382e+01,1.199110935604235806e+01
-1.839720228661654744e+01,1.186225935604235104e+01
-1.740935228661655287e+01,1.173340935604235113e+01
-1.637855228661655360e+01,1.160455935604235123e+01
-1.539070228661655193e+01,1.147570935604235132e+01
-1.435990228661655266e+01,1.134685935604235141e+01
-1.362975228661655080e+01,1.126095935604235621e+01
-1.264190228661654913e+01,1.113210935604235630e+01
-1.165405228661654746e+01,1.104620935604235399e+01
-1.096685228661655032e+01,1.113210935604235630e+01
-1.036555228661654837e+01,1.147570935604235132e+01
-9.893102286616553442e+00,1.199110935604235806e+01
-9.549502286616551316e+00,1.267830935604235520e+01
-9.463602286616549009e+00,1.327960935604235715e+01
-9.506552286616546610e+00,1.396680935604235430e+01
