0.000000000000000000e+00;-8.970256700000001082e-01;5.733428999999999887e-01;1.589236199999999988e+00;-2.851300000000000189e-03;3.696806580000000064e+00;-2.491689000000000043e+00
1.999508500000000133e-01;-1.095402879999999968e+00;5.701475300000000690e-01;1.585055199999999997e+00;-1.384699999999999993e-03;3.683305020000000596e+00;-4.569625900000000129e+00
3.999016900000000319e-01;-1.294809869999999918e+00;5.674878200000000872e-01;1.583683900000000033e+00;1.699999999999999987e-05;3.658414370000000027e+00;-6.280846399999999718e+00
5.998525399999999896e-01;-1.496286440000000217e+00;5.648018700000000392e-01;1.584953800000000079e+00;1.065399999999999984e-03;3.623923790000000089e+00;-8.805041100000000398e+00
7.998033800000000637e-01;-1.695736899999999991e+00;5.617642000000000468e-01;1.587107700000000010e+00;1.098000000000000018e-03;3.575011680000000247e+00;-1.000999069999999946e+01
9.997542299999999660e-01;-1.896001360000000080e+00;5.582733100000000226e-01;1.589368499999999962e+00;1.169799999999999920e-03;3.518580299999999994e+00;-1.067837349999999930e+01
1.199705070000000040e+00;-2.096576600000000123e+00;5.543052699999999611e-01;1.591823500000000058e+00;1.278899999999999915e-03;3.457365670000000168e+00;-1.096493830000000003e+01
1.399655920000000053e+00;-2.296617869999999950e+00;5.498415100000000333e-01;1.594397099999999901e+00;1.299699999999999987e-03;3.393359339999999946e+00;-1.098576040000000020e+01
1.599606760000000127e+00;-2.496937100000000243e+00;5.448423900000000097e-01;1.597261100000000100e+00;1.817000000000000039e-03;3.327997180000000110e+00;-1.104213919999999938e+01
1.799557610000000141e+00;-2.696462970000000237e+00;5.391236499999999543e-01;1.602025699999999997e+00;2.980099999999999850e-03;3.260979640000000401e+00;-1.119327819999999996e+01
1.999508459999999932e+00;-2.896949900000000078e+00;5.323051800000000444e-01;1.607067900000000105e+00;1.729099999999999908e-03;3.191608860000000103e+00;-1.110236190000000001e+01
2.199459300000000006e+00;-3.096377580000000407e+00;5.248322100000000212e-01;1.609002299999999996e+00;5.435000000000000378e-04;3.121278870000000261e+00;-1.104044329999999974e+01
2.399410150000000019e+00;-3.295926160000000049e+00;5.171101500000000462e-01;1.609874999999999945e+00;3.269999999999999795e-04;3.049733200000000366e+00;-1.089375399999999949e+01
2.599360990000000093e+00;-3.495888680000000193e+00;5.092230800000000501e-01;1.610631600000000052e+00;4.924000000000000425e-04;2.977453530000000015e+00;-1.063974190000000064e+01
2.799311840000000107e+00;-3.695433069999999987e+00;5.011546199999999951e-01;1.611896699999999960e+00;8.448000000000000431e-04;2.905123820000000023e+00;-1.035532749999999957e+01
2.999262680000000181e+00;-3.895089569999999668e+00;4.927385700000000424e-01;1.614134799999999981e+00;1.395299999999999926e-03;2.832954840000000196e+00;-9.895996500000000751e+00
