0.000000000000000000e+00,-1.000000000000000000e+01,1.584535925468359530e+01,3.106095675388132804e+00
-1.649607134783863671e+00,-1.012508677899194076e+01,1.596950682855899650e+01,2.998588465557427085e+00
-3.299850504722137146e+00,-1.024663829727132658e+01,1.608883871708205149e+01,2.894182776821501157e+00
-4.950730109814962532e+00,-1.036465455483815745e+01,1.620466531344742123e+01,2.793366767263049333e+00
-6.602245950062304303e+00,-1.047913555169243338e+01,1.631698981183236441e+01,2.696137587058990981e+00
-8.254398025464055877e+00,-1.059008128783414548e+01,1.642581530007360868e+01,2.602492490643447454e+00
-9.907186336020288309e+00,-1.069749176326330264e+01,1.653114475995668897e+01,2.512091947889920629e+00
-1.156061088173100160e+01,-1.080136697797988710e+01,1.663298106750811556e+01,2.424353035657278888e+00
-1.321467166259623127e+01,-1.090170693198395213e+01,1.673132699329038076e+01,2.340190827545275631e+00
-1.486936867861587075e+01,-1.099851162527541781e+01,1.682618520269956974e+01,2.259602956968693732e+00
-1.652470192979002661e+01,-1.109178105785434632e+01,1.691755825626611198e+01,2.182587160273648408e+00
-1.818067141611862780e+01,-1.118151522972069323e+01,1.700544860995778507e+01,2.109141276448859070e+00
-1.983727713760170985e+01,-1.126771414087451184e+01,1.708985861548585916e+01,2.034922644710195350e+00
-2.149451909423923723e+01,-1.135037779131574887e+01,1.717079052061354361e+01,1.951942688784645830e+00
-2.315239728603135205e+01,-1.142950618104443983e+01,1.724824646946751017e+01,1.872528328435554723e+00
-2.481091171297784115e+01,-1.150509931006055808e+01,1.732222850285165094e+01,1.796677345444743334e+00
-2.647006237507888216e+01,-1.157715717836413027e+01,1.739273855856376372e+01,1.724387623743184772e+00
-2.812984927233429744e+01,-1.164567978595513864e+01,1.745977847171459629e+01,1.655657149098678005e+00
-2.979027240474430016e+01,-1.171066713283360983e+01,1.752334997504962999e+01,1.597571676405294738e+00
-3.145133177230874821e+01,-1.177211921899949054e+01,1.758345469927322924e+01,1.552139721066394751e+00
-3.311302737502764160e+01,-1.183003604445283408e+01,1.764009417337554808e+01,1.510262308936871856e+00
-3.477535921290101584e+01,-1.188441760919359602e+01,1.769326982496157186e+01,1.471938276481911334e+00
-3.643832728592883541e+01,-1.193526391322182967e+01,1.774298298058301526e+01,1.437166559488644024e+00
-3.810193159411117136e+01,-1.198257495653748173e+01,1.778923486607222415e+01,1.405946192746437839e+00
-3.976617213744798818e+01,-1.202635073914057884e+01,1.783202660687891594e+01,1.378401968478240036e+00
-4.143104891593925032e+01,-1.206659126103112101e+01,1.787135922840895219e+01,1.354767747836500336e+00
-4.309656192958500753e+01,-1.210329652220910823e+01,1.790723365636562292e+01,1.334682681438438934e+00
-4.476271117838525271e+01,-1.213646652267452275e+01,1.793965071709320824e+01,1.318146210079778502e+00
-4.642949666233997164e+01,-1.216610126242740897e+01,1.796861113792291320e+01,1.305157871898553479e+00
-4.809691838144912879e+01,-1.219220074146769583e+01,1.799411554752082054e+01,1.295717302041640151e+00
-4.976497633571280943e+01,-1.221476495979545440e+01,1.801616447623850448e+01,1.289824232328618203e+00
-5.143367052513090698e+01,-1.223379391741063138e+01,1.803475835646534264e+01,1.287478490913977147e+00
-5.310300094970354934e+01,-1.224928761431327118e+01,1.804989752298347483e+01,1.288680001946630238e+00
-5.477296760943063703e+01,-1.226124605050334715e+01,1.806158221332452030e+01,1.293428785227690669e+00
-5.644357050431219136e+01,-1.226966922598085930e+01,1.806981256812869674e+01,1.301724955865878997e+00
-5.811480963434824787e+01,-1.227455714074582538e+01,1.807458863150591810e+01,1.313568723930921500e+00
-5.978668499953877813e+01,-1.227590979479822764e+01,1.807108834698186683e+01,1.328960394104958587e+00
-6.145919659988378214e+01,-1.227372718813805719e+01,1.805261184995057988e+01,1.347900365331806904e+00
-6.313234443538325991e+01,-1.226800932076535844e+01,1.803067276721654366e+01,1.370389130464242156e+00
-6.480612850603718300e+01,-1.225875619268006922e+01,1.800527031903538244e+01,1.396427275909502441e+00
-6.648054881184560827e+01,-1.224596780388223394e+01,1.797640363174535594e+01,1.426015481272479679e+00
-6.815560535280850729e+01,-1.222964415437184371e+01,1.794407173813347001e+01,1.459154518997380023e+00
-6.983129812892588006e+01,-1.220978524414888966e+01,1.791127619298612217e+01,1.495845254007281744e+00
-7.150762714019775501e+01,-1.218639107321337178e+01,1.788840511461264882e+01,1.536088643341888771e+00
-7.318459238662406108e+01,-1.215946164156531673e+01,1.786207541886564698e+01,1.579885735793461699e+00
-7.486219386820488353e+01,-1.212899694920468008e+01,1.783228620589728664e+01,1.627237671541071018e+00
-7.654043158494013710e+01,-1.209499699613150625e+01,1.779903648343414346e+01,1.678145681782822418e+00
-7.821930553682990706e+01,-1.205746178234574195e+01,1.776232516716072851e+01,1.732611088366708962e+00
-7.989881572387415076e+01,-1.201639130784744935e+01,1.772073660584655741e+01,1.790635303419374047e+00
-8.157896214607283980e+01,-1.197178557263658405e+01,1.766127779645152529e+01,1.852219828973618920e+00
-8.325974480342601680e+01,-1.192364457671315492e+01,1.759834185563207498e+01,1.917366256593908913e+00
-8.494116369593368177e+01,-1.187196832007718861e+01,1.753192691689506688e+01,1.986076267000464135e+00
-8.662321882359580627e+01,-1.181675680272864071e+01,1.746203102431553944e+01,2.058351629691827167e+00
-8.830591018641243295e+01,-1.175801002466754674e+01,1.738865213292421430e+01,2.134194202565645071e+00
-8.998923778438350496e+01,-1.169572798589388896e+01,1.731178810909631238e+01,2.205866462654210380e+00
-9.167320161750906493e+01,-1.162991068640767622e+01,1.724377659905881899e+01,2.271916186679804106e+00
-9.335780168578909866e+01,-1.156055812620891743e+01,1.717583858123215279e+01,2.341525007455450780e+00
-9.504303798922362034e+01,-1.148767030529757704e+01,1.710442272394080732e+01,2.414694695678521352e+00
-9.672891052781260157e+01,-1.141124722367367283e+01,1.702952695728312094e+01,2.491427109205802459e+00
-9.841541930155607076e+01,-1.133128888133724033e+01,1.695114912404597973e+01,2.576509478162022582e+00
-1.001025643104540279e+02,-1.124779527828822623e+01,1.686928698010782313e+01,2.675414748505009488e+00
-1.017903455545064304e+02,-1.116076641452665719e+01,1.676954814382627035e+01,2.777902946266964435e+00
-1.034787630337133351e+02,-1.107020229005254208e+01,1.666587002555486308e+01,2.883976658528766279e+00
-1.051678167480746993e+02,-1.097610290486586315e+01,1.655868524195538782e+01,2.993638556974862919e+00
-1.068575066975905656e+02,-1.087846825896662040e+01,1.644799082300332316e+01,3.106891397498543039e+00
-1.085478328822608773e+02,-1.077729835235482270e+01,1.633378371434613641e+01,3.223738019806097643e+00
-1.102387953020856628e+02,-1.067259318503046117e+01,1.621606077770840670e+01,3.345506551363594205e+00
-1.119303939570649362e+02,-1.056435275699355358e+01,1.609827354771193697e+01,3.471518462290411833e+00
-1.136226288471986834e+02,-1.045257706824406441e+01,1.598843222954843490e+01,3.601135384614963186e+00
-1.153154999724869185e+02,-1.033726611878203805e+01,1.587508214728436329e+01,3.734360539020244119e+00
-1.170090073329296132e+02,-1.021841990860743898e+01,1.575822021127198269e+01,3.871197227940946117e+00
-1.187031509285268100e+02,-1.009603843772030274e+01,1.563784324946949233e+01,4.011648835161768289e+00
-1.203979307592784664e+02,-9.970121706120584903e+00,1.551394800785713635e+01,4.155718825415058326e+00
-1.220933468251845824e+02,-9.840669713808321006e+00,1.537040813281402585e+01,4.303410743977254427e+00
-1.237893991262451863e+02,-9.707682460783493283e+00,1.522264628775486450e+01,4.454728216264717489e+00
-1.254860876624602639e+02,-9.571159947046110616e+00,1.507133463162377751e+01,4.609674947428502811e+00
-1.271834124338298295e+02,-9.431102172596173006e+00,1.491646916308376269e+01,4.768254721948405717e+00
-1.288813734403538831e+02,-9.287509137433662687e+00,1.475675105165374212e+01,4.930038844137325960e+00
-1.305793945346356395e+02,-9.143582222749193633e+00,1.457091479139107904e+01,5.085837185230933422e+00
-1.322651899740288854e+02,-9.067587545239490510e+00,1.444242046267672386e+01,5.168638225195550717e+00
-1.339338070642512264e+02,-9.087044906968850810e+00,1.444668161504508674e+01,5.168633936894622138e+00
-1.355852458053027476e+02,-9.201954307937310062e+00,1.459572199085002175e+01,5.090059144000801616e+00
-1.372195061971833923e+02,-9.412315748144823857e+00,1.488877356788182382e+01,4.931779439244787788e+00
-1.388365882398932456e+02,-9.718129227591472130e+00,1.528915907326437917e+01,4.690403634587394954e+00
-1.404364919334321939e+02,-1.011939474627714830e+01,1.585010418275924948e+01,4.697360904754856570e+00
-1.420192172778003226e+02,-1.061611230420193230e+01,1.658024325180613445e+01,4.641005276192379014e+00
-1.435847642729976030e+02,-1.120828190136579749e+01,1.735139252069916793e+01,4.501870389010116824e+00
-1.451331329190240353e+02,-1.189590353776875276e+01,1.805458074582577765e+01,4.276082083682007706e+00
-1.466643232158795911e+02,-1.267897721341075368e+01,1.892971017631673547e+01,4.191142646748079237e+00
-1.481783351635642987e+02,-1.355750292829186243e+01,2.001890739017501275e+01,4.402692075432864449e+00
-1.496427182072687572e+02,-1.452862254308187495e+01,2.102595477384043932e+01,4.519602812924633284e+00
-1.510072882287965683e+02,-1.558791600386149945e+01,2.043491474622195625e+01,4.652019204016802689e+00
-1.522714776871488880e+02,-1.673533332346536895e+01,2.010427226628162600e+01,5.212036390620191639e+00
-1.534352865823257446e+02,-1.797087450189347635e+01,2.003176552956001899e+01,5.635808298349190615e+00
