0.000000000000000000e+00;-2.265136000000000233e-02;-8.332376000000001059e-02;1.423980000000000024e+00;3.214499999999999909e-03;2.538510640000000151e+00;5.273017499999999913e+00
1.993913000000000213e-01;-2.200112700000000088e-01;-5.477355999999999892e-02;1.430233300000000041e+00;3.059500000000000153e-03;2.579595910000000103e+00;5.288742400000000288e+00
3.987826100000000373e-01;-4.175490600000000274e-01;-2.742830000000000268e-02;1.436218699999999959e+00;2.977299999999999999e-03;2.620156660000000137e+00;5.289400500000000171e+00
5.981739100000000864e-01;-6.151737100000000957e-01;-1.267040000000000093e-03;1.442144000000000092e+00;2.967099999999999859e-03;2.660103949999999884e+00;5.234650399999999593e+00
7.975652200000000747e-01;-8.130416800000000999e-01;2.373792000000000263e-02;1.448023400000000072e+00;2.926900000000000075e-03;2.699055720000000491e+00;5.245674199999999843e+00
9.969565200000000127e-01;-1.010997079999999881e+00;4.758085000000000786e-02;1.453819399999999984e+00;2.888899999999999801e-03;2.737533580000000022e+00;5.234357000000000149e+00
1.196347830000000112e+00;-1.209060390000000096e+00;7.028008000000000866e-02;1.459546299999999963e+00;2.856500000000000098e-03;2.775396760000000018e+00;5.192526400000000208e+00
1.395739129999999939e+00;-1.407337860000000163e+00;9.186037000000001063e-02;1.465211400000000053e+00;2.824199999999999801e-03;2.812453749999999975e+00;5.200881899999999725e+00
1.595130430000000210e+00;-1.605655900000000136e+00;1.123156000000000154e-01;1.470810600000000079e+00;2.793100000000000183e-03;2.849087260000000121e+00;5.182748100000000413e+00
1.794521740000000198e+00;-1.804085290000000175e+00;1.316661800000000215e-01;1.476349700000000098e+00;2.763600000000000171e-03;2.885130360000000227e+00;5.150625200000000348e+00
1.993913040000000025e+00;-2.002696830000000094e+00;1.499301200000000001e-01;1.481833200000000073e+00;2.735399999999999811e-03;2.920509400000000255e+00;5.156841700000000195e+00
2.193304350000000014e+00;-2.201311490000000148e+00;1.671023799999999948e-01;1.487259000000000109e+00;2.708200000000000017e-03;2.955506900000000048e+00;5.134794099999999695e+00
2.392695649999999841e+00;-2.400042880000000434e+00;1.832041400000000153e-01;1.492632699999999923e+00;2.682299999999999875e-03;2.989947780000000055e+00;5.109266400000000097e+00
2.592086960000000051e+00;-2.598923500000000164e+00;1.982476300000000080e-01;1.497957699999999948e+00;2.657699999999999819e-03;3.023828100000000241e+00;5.113735799999999720e+00
